This file was created by CMPT_PRIOR_RETS using the 202302 CRSP database.
It contains value- and equal-weighted returns for  10 prior-return portfolios.
The portfolios are constructed monthly. PRIOR_RET is from - 1 to - 1.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
  1963,  29.78,  25.56,  19.90,  17.90,  16.90,  17.98,   8.43,  10.46,   6.72,  -3.06
  1964,  28.10,  21.88,  21.54,  20.18,  21.29,  20.07,  20.01,  17.36,   9.19,   1.93
  1965,  55.21,  41.19,  36.57,  37.70,  30.44,  36.21,  27.40,  33.02,  31.51,  26.94
  1966,   8.11,  -4.56,  -6.19,  -3.19, -10.00,  -9.90, -11.53, -10.22,  -9.38, -17.53
  1967, 118.16,  95.39,  75.07,  70.76,  63.21,  68.83,  69.12,  69.81,  70.80,  76.93
  1968,  62.69,  50.86,  41.28,  48.13,  42.57,  38.03,  38.03,  31.39,  27.06,  36.93
  1969, -25.82, -22.20, -22.85, -23.40, -22.74, -25.09, -26.30, -26.99, -30.03, -28.49
  1970,  -0.50,  -5.35,  -5.50,  -4.47,  -3.99,  -9.53,  -8.45, -10.55, -20.09, -30.87
  1971,  36.08,  30.83,  21.89,  18.23,  24.73,  18.57,  12.72,  16.65,  12.29,   5.97
  1972,  12.51,   5.27,   8.76,   4.47,   6.88,   6.85,   3.54,   9.27,  -1.73,  -6.87
  1973, -26.27, -36.75, -35.80, -39.17, -39.26, -37.18, -40.60, -39.68, -40.85, -50.02
  1974,   5.63, -16.28, -23.19, -28.33, -26.96, -27.38, -33.24, -30.68, -33.30, -44.95
  1975, 147.89,  86.11,  73.22,  68.13,  60.71,  56.71,  57.84,  53.21,  37.57,  14.65
  1976,  90.16,  56.63,  51.97,  42.27,  46.13,  46.42,  39.23,  47.92,  38.98,  28.17
  1977,  48.64,  32.26,  19.45,  21.16,  19.60,  16.11,  20.63,  16.91,  14.27,  14.46
  1978,  60.14,  36.29,  26.14,  18.71,  27.44,  20.16,  22.64,  18.30,  17.47,   7.26
  1979,  69.09,  50.39,  44.25,  38.37,  38.92,  42.19,  32.79,  37.66,  28.99,  23.44
  1980,  66.72,  50.64,  34.95,  46.63,  33.75,  34.48,  36.59,  42.71,  34.42,  32.20
  1981,  -0.39,   1.74,  -0.06,   1.81,   4.59,   6.45,   5.89,   2.53,  -0.66, -15.50
  1982,  36.73,  22.43,  30.01,  26.70,  25.48,  23.11,  28.76,  27.81,  27.77,   3.56
  1983,  61.12,  36.18,  37.71,  46.25,  38.93,  40.45,  38.53,  34.35,  28.06,  17.27
  1984,  -8.27,  -9.15,  -6.81,  -9.11,  -8.89,  -0.27, -10.15, -10.55, -10.71, -26.82
  1985,  23.92,  27.21,  24.03,  31.95,  31.13,  31.66,  35.31,  30.79,  33.08,  11.55
  1986,  10.50,   3.62,  12.41,  13.61,   9.41,   7.87,   8.86,   0.58,   6.62,  -3.68
  1987,  -5.11, -11.59,  -9.06,  -3.92,  -5.44,  -5.70,  -3.82, -11.37, -10.84, -21.96
  1988,  35.56,  23.30,  23.37,  25.41,  25.72,  20.29,  19.12,  19.91,  18.56,  -5.74
  1989,  10.59,   1.03,   7.91,  11.74,  13.86,  13.38,  20.28,  16.86,  15.66,   4.12
  1990, -12.12, -23.88, -26.21, -23.93, -20.82, -19.46, -21.46, -23.09, -19.59, -30.63
  1991, 103.17,  48.36,  43.67,  52.66,  46.22,  46.76,  36.02,  44.80,  50.84,  42.61
  1992,  55.10,  19.54,  24.50,  31.00,  17.47,  27.06,  21.61,  25.49,  24.91,  13.18
  1993,  50.44,  22.01,  17.48,  29.64,  20.86,  19.95,  22.82,  15.74,  17.16,  16.59
  1994,   1.51,  -8.50,  -5.36,  -2.57,  -2.10,   0.13,  -3.11,  -5.92,  -5.78, -13.98
  1995,  48.45,  27.69,  30.64,  28.84,  28.79,  29.99,  27.83,  28.53,  27.99,  23.46
  1996,  21.72,  17.50,  16.71,  19.01,  17.08,  18.21,  21.20,  20.67,  16.59,   8.16
  1997,  20.18,  18.62,  24.81,  27.95,  31.58,  33.00,  31.43,  30.67,  20.23,   1.36
  1998,  18.18,   0.80,  -7.17,  -2.69,  -4.74,  -3.99,  -4.85,  -9.01, -12.34, -25.49
  1999,  87.13,  31.17,  19.84,  14.35,   8.23,  10.20,  11.77,  21.62,  23.68,  56.16
  2000, -32.46, -17.05,  -7.37,  -1.50,   3.42,  -0.20,   3.68,   0.23,  -3.83, -16.24
  2001,  62.00,  33.77,  25.72,  21.43,  26.57,  27.08,  24.01,   7.40,   5.94, -17.59
  2002, -11.65,  -9.86,  -4.41,  -8.59,  -4.60,  -4.11,  -8.99, -12.00, -16.83, -32.56
  2003, 106.79,  82.42,  65.87,  50.68,  51.39,  60.13,  65.91,  66.93,  64.63, 104.52
  2004,  31.26,  19.42,  24.49,  21.81,  21.25,  20.21,  20.35,  17.83,  20.18,  16.98
  2005,   0.07,   5.32,   4.34,  10.95,   4.86,   2.82,   7.79,   7.01,   4.63,   1.64
  2006,  19.03,  16.61,  17.31,  17.85,  15.24,  17.69,  19.57,  16.08,  15.81,  10.89
  2007, -18.94, -10.41,  -7.90,  -9.39,  -2.17,  -5.70,  -2.89,  -3.70,   2.69,  -1.94
  2008, -44.71, -47.35, -50.10, -44.22, -42.95, -40.85, -39.04, -42.03, -44.46, -52.70
  2009, 130.66,  69.20,  56.66,  61.07,  50.02,  42.44,  50.70,  52.32,  54.66,  73.55
  2010,  38.51,  34.59,  28.12,  29.01,  28.57,  30.74,  28.61,  23.38,  20.18,  16.32
  2011, -18.16, -10.97,  -6.52,  -7.85,  -4.78,  -3.46,  -3.01,  -4.98,  -8.81, -15.74
  2012,  20.82,  18.75,  24.62,  20.40,  17.99,  18.05,  18.28,  20.29,  12.88,  13.52
  2013,  45.19,  46.21,  50.66,  42.74,  45.92,  46.81,  39.69,  44.73,  41.30,  49.61
  2014, -11.62,   5.35,  10.71,  13.46,   8.64,   9.76,   5.40,   4.75,   0.76,   0.56
  2015,  -8.19,  -9.66,  -2.14,  -3.85,  -2.42,  -1.61,  -3.04,  -5.31,  -7.02, -18.81
  2016,  13.93,  23.07,  19.32,  19.21,  16.45,  18.05,  20.93,  15.60,  17.99,  17.73
  2017,  13.52,  14.55,  19.98,  21.08,  18.50,  15.98,  12.28,  12.56,  15.31,  17.22
  2018, -24.82, -16.04, -13.06, -11.65, -11.76, -12.01,  -6.85, -14.57, -15.23, -19.01
  2019,  25.34,  27.94,  29.96,  27.49,  26.75,  27.87,  21.56,  19.16,  17.27,  12.11
  2020,  89.74,  37.25,  38.87,  30.50,  28.93,  22.00,  31.10,  31.66,  27.14,  37.10
  2021,  12.56,   8.41,  15.63,  28.20,  21.92,  21.33,  15.99,  27.01,  27.25,  19.02
  2022, -41.75, -32.91, -20.01, -18.19,  -8.13, -17.38, -17.34, -22.77, -24.87, -38.42


  Number of Firms in Portfolios
,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
192602,     48,     48,     48,     48,     50,     47,     49,     46,     48,     46
192603,     49,     48,     48,     47,     49,     50,     46,     50,     44,     49
192604,     48,     49,     51,     49,     49,     48,     48,     50,     49,     48
192605,     51,     48,     50,     50,     48,     50,     49,     49,     49,     48
192606,     50,     50,     49,     50,     58,     40,     51,     50,     48,     50
192607,     49,     48,     49,     48,     50,     49,     50,     50,     49,     49
192608,     50,     48,     50,     49,     50,     49,     49,     50,     49,     50
192609,     49,     49,     51,     55,     43,     50,     50,     51,     49,     50
192610,     51,     51,     51,     51,     51,     58,     44,     51,     50,     51
192611,     51,     51,     51,     51,     51,     51,     51,     50,     51,     50
192612,     52,     51,     51,     50,     52,     51,     52,     52,     51,     51
192701,     50,     52,     51,     50,     52,     52,     52,     51,     52,     52
192702,     51,     51,     52,     52,     52,     52,     52,     52,     51,     51
192703,     51,     53,     52,     50,     53,     50,     52,     52,     53,     52
192704,     53,     53,     52,     52,     52,     61,     43,     53,     51,     52
192705,     53,     52,     52,     51,     53,     53,     52,     53,     51,     52
192706,     52,     53,     51,     53,     53,     53,     52,     53,     53,     52
192707,     54,     52,     54,     52,     54,     53,     53,     52,     52,     53
192708,     54,     53,     50,     53,     54,     54,     53,     54,     52,     54
192709,     54,     53,     52,     53,     66,     41,     54,     53,     54,     52
192710,     54,     54,     54,     54,     54,     54,     54,     54,     55,     51
192711,     55,     54,     56,     55,     56,     55,     71,     39,     54,     55
192712,     56,     55,     55,     54,     56,     56,     56,     55,     56,     56
192801,     55,     56,     56,     56,     56,     56,     56,     55,     56,     55
192802,     56,     56,     57,     55,     56,     55,     58,     55,     57,     55
192803,     57,     56,     56,     57,     57,     54,     55,     57,     55,     56
192804,     55,     59,     52,     56,     57,     56,     55,     56,     57,     54
192805,     56,     56,     57,     55,     56,     56,     56,     57,     56,     56
192806,     56,     55,     56,     54,     56,     56,     57,     55,     57,     55
192807,     57,     56,     55,     55,     57,     57,     55,     57,     56,     57
192808,     57,     56,     57,     56,     67,     47,     56,     57,     56,     56
192809,     57,     58,     57,     56,     58,     58,     57,     58,     57,     58
192810,     57,     58,     58,     57,     58,     58,     58,     57,     58,     58
192811,     59,     59,     57,     58,     75,     42,     58,     57,     59,     57
192812,     58,     58,     59,     58,     60,     58,     61,     56,     58,     57
192901,     59,     60,     59,     60,     57,     58,     60,     57,     58,     58
192902,     60,     58,     58,     75,     45,     58,     58,     59,     59,     60
192903,     59,     60,     60,     60,     60,     58,     60,     59,     61,     59
192904,     61,     60,     60,     61,     61,     60,     61,     61,     60,     60
192905,     61,     61,     61,     61,     61,     60,     63,     60,     60,     60
192906,     63,     61,     63,     61,     63,     63,     62,     62,     62,     62
192907,     63,     64,     64,     63,     63,     63,     64,     62,     62,     64
192908,     63,     63,     63,     64,     63,     64,     62,     64,     64,     63
192909,     65,     65,     62,     65,     64,     64,     65,     65,     65,     64
192910,     64,     64,     63,     65,     65,     64,     63,     62,     62,     63
192911,     65,     64,     65,     65,     66,     65,     64,     65,     66,     60
192912,     66,     65,     66,     65,     68,     65,     62,     65,     63,     66
193001,     67,     67,     68,     67,     68,     68,     65,     68,     67,     68
193002,     69,     83,     52,     68,     69,     68,     70,     67,     66,     69
193003,     69,     69,     69,     70,     68,     69,     69,     70,     67,     68
193004,     68,     70,     68,     68,     69,     68,     68,     69,     70,     69
193005,     70,     69,     70,     70,     68,     70,     73,     65,     70,     69
193006,     68,     69,     70,     67,     70,     69,     69,     65,     68,     68
193007,     68,     67,     76,     62,     69,     68,     69,     68,     68,     67
193008,     69,     70,     79,     57,     70,     68,     68,     69,     70,     68
193009,     68,     70,     69,     68,     69,     69,     68,     70,     70,     69
193010,     69,     69,     69,     69,     68,     69,     70,     68,     70,     66
193011,     69,     69,     70,     66,     70,     69,     67,     69,     67,     67
193012,     70,     71,     68,     66,     72,     68,     67,     70,     70,     67
193101,     68,     73,     66,     70,     67,     68,     69,     67,     70,     67
193102,     68,     68,     70,     70,     70,     69,     70,     70,     70,     68
193103,     70,     69,     66,     70,     70,     69,     70,     67,     70,     70
193104,     67,     70,     73,     66,     71,     68,     70,     66,     68,     69
193105,     67,     70,     69,     69,     70,     69,     68,     69,     70,     68
193106,     69,     69,     71,     67,     70,     70,     68,     70,     67,     66
193107,     69,     68,     68,     70,     70,     70,     70,     68,     70,     70
193108,     71,     67,     75,     61,     69,     70,     70,     74,     61,     69
193109,     67,     70,     68,     69,     68,     67,     68,     67,     70,     69
193110,     67,     67,     68,     68,     68,     68,     69,     67,     68,     64
193111,     66,     68,     79,     58,     69,     69,     68,     68,     68,     69
193112,     67,     69,     67,     68,     70,     71,     64,     70,     67,     67
193201,     69,     66,     70,     69,     68,     73,     64,     68,     82,     55
193202,     67,     70,     69,    116,     22,     69,     70,     72,     65,     69
193203,     69,     71,     66,    111,     24,     69,     69,     70,     72,     67
193204,     67,     69,     67,     69,     68,     69,     69,    101,     32,     67
193205,     68,     70,     65,     66,     69,     68,     68,     68,     90,     43
193206,     66,     66,     68,     80,     52,     70,     64,     68,     71,     59
193207,     67,     68,     67,    131,      3,     73,     61,     68,     67,     67
193208,     68,     65,     69,     66,     68,     68,     69,     67,     67,     67
193209,     69,     67,     68,     69,     68,     66,     69,     77,     60,     68
193210,     68,     69,     68,     67,     69,     68,     71,     65,     68,     67
193211,     69,     68,     69,     70,     67,     68,     68,     68,     78,     55
193212,     68,     68,     64,     68,     69,     67,     68,     69,     65,     67
193301,     75,     65,     64,     72,     62,     79,     55,     68,     67,     68
193302,     66,     69,     67,    110,     24,     67,     68,     68,     72,     64
193303,     71,     62,     67,     74,     61,     67,     70,     65,     66,     67
193304,     68,     65,    107,     24,     68,     69,     65,     67,     67,     66
193305,     65,     67,     64,     67,     67,     66,     67,     66,     67,     67
193306,     64,     67,     66,     67,     67,     65,     65,     67,     67,     66
193307,     66,     66,     66,     67,     67,     67,     67,     66,     66,     67
193308,     65,     66,     68,     66,     68,     69,     64,     66,     66,     65
193309,     66,     86,     46,     67,     67,     68,     64,     67,     67,     66
193310,     67,     67,     69,     65,     67,     68,     64,     67,     66,     67
193311,     70,     65,     67,     68,     68,     65,     68,     68,     67,     68
193312,     66,     67,     76,     59,     68,     67,     67,     68,     67,     68
193401,     66,     67,     68,     68,     68,     66,     68,     68,     67,     68
193402,     68,     68,     66,     68,     69,     66,     68,     68,     68,     68
193403,     71,     65,     68,     68,     67,     67,     68,     71,     63,     68
193404,     68,     69,     68,     66,    105,     31,     68,     69,     67,     68
193405,     67,     67,     69,     66,     68,     68,     69,     67,     67,     68
193406,     67,     69,     68,     68,     69,     70,     66,     66,     75,     62
193407,     66,     72,     65,     65,     69,     67,     67,     68,     68,     67
193408,     68,     67,     68,     68,     67,     67,     66,     68,     67,     68
193409,     68,     76,     58,     68,     73,     62,     68,     68,     67,     68
193410,     65,     68,     67,     68,     69,     76,     58,     68,     69,     67
193411,     67,     67,     68,     68,     69,    103,     33,     68,     69,     67
193412,     68,     68,     68,     68,     68,     68,     68,     68,     68,     68
193501,     66,     69,     68,     68,     68,     68,     68,     68,     68,     68
193502,     66,     68,     72,     68,     65,     68,     77,     58,     67,     66
193503,     68,     65,     68,     67,     67,     66,     67,     67,     66,     66
193504,     66,     67,     68,     65,     67,     67,     67,     74,     59,     67
193505,     66,     71,     64,     66,     67,     66,     68,     67,     68,     67
193506,     68,     68,     68,     68,     68,     67,     68,     68,     68,     67
193507,     65,     66,     96,     36,     70,     68,     64,     68,     68,     67
193508,     68,     66,     67,     67,     68,     67,     66,     67,     67,     66
193509,     68,     67,     68,     67,     66,     67,     68,     67,     68,     66
193510,     68,     68,     68,     68,     69,     66,     68,     68,     68,     67
193511,     68,     69,     68,     67,     69,     67,     70,     66,     69,     68
193512,     67,     68,     68,     68,     68,     68,     68,     68,     68,     68
193601,     68,     69,     68,     69,     68,     68,     69,     66,     69,     68
193602,     68,     78,     60,     70,     69,     69,     69,     69,     68,     69
193603,     67,     69,     68,     89,     49,     70,     66,     69,     69,     67
193604,     69,     69,     69,     69,     69,     68,     68,     69,     69,     69
193605,     70,     69,     69,     69,     70,     69,     69,     69,     69,     68
193606,     70,     71,     70,     70,     71,     69,     76,     64,     71,     70
193607,     70,     71,     71,     69,     91,     51,     69,     69,     71,     70
193608,     68,     70,     71,     70,     71,     71,     70,     71,     70,     71
193609,     70,     70,     71,     71,     71,     70,     71,     71,     70,     71
193610,     71,     70,     70,     77,     64,     70,     70,     71,     72,     68
193611,     70,     70,     72,     69,     70,     71,     70,     71,     70,     71
193612,     71,     70,     70,     70,     71,     70,     70,     71,     70,     71
193701,     72,     72,     71,     71,     89,     53,     71,     68,     71,     72
193702,     72,     71,     72,     71,     71,     71,     72,     71,     71,     71
193703,     72,     73,     72,     71,     80,     64,     73,     71,     73,     71
193704,     72,     72,     73,     72,     73,     79,     66,     72,     73,     71
193705,     78,     68,     73,     73,     73,     73,     73,     73,     72,     73
193706,     73,     74,     73,     74,     73,     73,     73,     73,     74,     73
193707,     74,     73,     74,     73,     74,     74,     73,     73,     74,     72
193708,     82,     66,     74,     74,     74,     74,     74,     74,     74,     74
193709,     74,     74,     76,     73,     76,     73,     75,     92,     56,     74
193710,     75,     75,     76,     75,     83,     67,     75,     75,     75,     75
193711,     75,     76,     75,     76,     75,     75,     76,     75,     82,     69
193712,     75,     74,     76,     77,     74,     75,     76,     76,     73,     75
193801,     75,     75,     76,     76,     74,     75,     75,     77,     74,     75
193802,     76,     75,     75,     75,     75,     74,     76,     74,     76,     75
193803,     76,    118,     31,     76,     77,     73,     75,     76,     75,     75
193804,     77,     73,     76,     75,     75,     75,     75,     77,     74,     72
193805,     72,     76,     75,     81,     70,     75,     75,     80,     71,     75
193806,     77,     87,     66,     74,     76,     77,     75,     86,     66,     76
193807,     75,     76,     77,     75,     76,     76,     78,     73,     75,     76
193808,     91,     56,     75,     76,     76,     76,     76,     76,     79,     72
193809,     76,     75,     75,     76,     75,     75,     76,     85,     66,     75
193810,     74,     76,     73,     77,     75,    121,     30,     77,     74,     76
193811,     90,     61,     73,     75,     76,     76,     74,     75,     76,     75
193812,     71,     75,     76,     75,     76,     74,     73,     76,     75,     75
193901,     75,     75,     74,     75,     77,     73,     75,     74,     74,     75
193902,     75,     75,     77,     73,     74,     79,     71,     75,     75,     75
193903,     76,     73,     75,     75,     76,     76,     74,     75,     75,     75
193904,     74,     77,     74,     75,     76,     75,     74,     76,     75,     74
193905,     79,     70,     75,     75,     74,     75,     75,     79,     71,     75
193906,     73,     75,     75,     75,     76,     75,     75,     75,     75,     74
193907,     78,     71,     75,     75,     74,     75,     75,     75,     75,     74
193908,     73,     75,     75,     75,     75,     75,     76,     74,     75,     75
193909,     78,     72,     75,     75,     78,     75,     73,     75,     76,     73
193910,     75,     75,     75,     76,     75,     75,     75,     75,     74,     74
193911,     75,     75,     75,     74,     76,     75,     75,     75,     75,     75
193912,     74,     77,     73,     76,     75,     76,     74,     94,     55,     75
194001,     75,     77,     74,     91,     58,     75,     75,     76,     74,     75
194002,     75,     76,     77,     73,     76,     75,     75,     76,     75,     75
194003,     77,     75,     76,     76,     76,     75,     76,     76,     76,     76
194004,     76,     76,     77,     86,     66,     74,     76,     76,     78,     74
194005,     74,     74,     77,     76,    101,     51,     76,     77,     76,     76
194006,     76,     78,     75,     75,     77,     74,     76,     76,     76,     76
194007,     76,     76,     76,     76,     77,     76,     77,     76,     75,     76
194008,     75,     77,    105,     46,     77,     76,     76,     76,     77,     75
194009,     76,     77,     76,     86,     66,     77,     75,     79,     73,     76
194010,     75,     78,     91,     59,     77,     76,     78,     75,     76,     75
194011,     76,     77,     88,     65,     76,     76,     77,     76,     79,     74
194012,     77,     77,     75,     76,    106,     47,     76,     77,     76,     76
194101,     78,     75,     77,     77,     77,     81,     72,     78,     75,     76
194102,     77,     76,     79,     75,     77,     76,     77,     76,     76,     76
194103,     77,     78,     76,     75,     77,     77,     76,     77,     76,     77
194104,     77,     77,     76,     77,     77,     76,     77,     76,     77,     77
194105,     77,     79,     76,     76,     78,     77,     77,    110,     44,     77
194106,     77,     76,     79,     76,     77,     78,     76,     79,     76,     77
194107,     77,     76,     79,     76,     77,     77,     77,     79,     76,     77
194108,     81,     72,     77,     78,     77,     79,     75,     77,     77,     77
194109,     77,     77,     78,     77,     77,     81,     73,     78,     78,     75
194110,     77,     80,     75,     77,     77,    110,     44,     78,     77,     77
194111,     78,     78,     77,     77,     78,     77,     78,     76,     77,     77
194112,     77,     78,     77,     77,     78,     77,     78,     76,     78,     77
194201,     77,     78,     77,     80,     75,     78,     77,     77,     78,     77
194202,     78,     77,     79,     76,     81,     75,     77,     77,     81,     74
194203,     78,     77,     80,     76,     77,    118,     37,     79,     76,     77
194204,     78,     77,     78,     76,     80,     75,     79,     93,     61,     77
194205,     79,     77,     77,     78,     79,     77,     77,     78,     77,     78
194206,     80,     76,     78,    101,     55,     78,     79,     81,     74,     77
194207,     77,     78,     78,     83,     73,     78,     78,     78,     78,     77
194208,     78,    135,     20,     78,     78,     82,     74,     79,     76,     78
194209,     78,     78,    149,      7,     78,     80,     76,     78,     78,     78
194210,     79,     77,     91,     64,     79,     78,     79,     77,     79,     77
194211,     78,     79,     77,     78,     83,     73,     82,     74,     79,     77
194212,     78,     81,     75,     78,     77,     78,     78,     78,     78,     77
194301,     78,     78,    108,     48,     77,     78,     78,     77,     78,     78
194302,     78,     78,     77,     78,     80,     77,     76,     77,     78,     78
194303,     84,     72,     78,     78,     78,     81,     74,     78,     79,     77
194304,     87,     68,     78,     78,     78,     78,     78,     78,     79,     77
194305,     77,     79,     77,     78,     78,     78,     78,     80,     76,     77
194306,     77,     78,     78,     78,     78,     76,     78,     78,     79,     77
194307,     78,     77,     78,     78,     78,     77,     79,     76,     77,     78
194308,     79,     76,     77,     78,     78,     77,     78,     78,     77,     78
194309,     78,     78,     78,     77,     86,     70,     78,     79,     78,     78
194310,     78,     79,     78,     78,     79,     78,     78,     80,     77,     77
194311,     78,     79,     78,     79,     78,    120,     37,     78,     79,     77
194312,     77,     83,     74,     79,     78,     80,     77,     79,     78,     79
194401,     78,     79,     78,     81,     77,     77,     79,     79,     80,     76
194402,     78,     78,     79,     78,     79,     79,     78,     80,     77,     79
194403,     80,     78,     79,    135,     23,     80,     78,     79,     79,     79
194404,     80,     80,     79,     79,     80,     79,     79,     79,     80,     79
194405,     78,     81,     81,     79,     78,     79,     81,     80,     78,     79
194406,     86,     73,     79,     81,     78,     79,     82,     76,     80,     80
194407,     79,     80,     78,     80,     79,     79,     80,     79,     83,     76
194408,     79,     80,     79,     79,     79,     79,     79,     79,     80,     79
194409,     80,     79,     80,     79,     81,     79,     78,     80,     79,     80
194410,     78,     80,     79,     80,     80,     80,     80,     79,     80,     80
194411,     79,     80,     80,     80,    118,     42,     79,     80,     80,     80
194412,     80,     79,    119,     41,     80,     79,     80,     80,     80,     79
194501,     79,     80,     80,     80,     80,     79,     79,     80,     80,     80
194502,     80,     81,     94,     66,     81,     80,     80,     80,     81,     80
194503,     81,     81,     80,     80,     81,     80,     81,     81,     80,     81
194504,     81,     80,     81,     81,     80,     81,     80,     81,     80,     81
194505,     81,     81,     80,     81,     81,     80,     81,     81,     81,     81
194506,     82,     80,     81,     81,     81,     84,     79,     81,     81,     80
194507,     82,     81,     81,     82,     81,     83,     81,     81,     81,     82
194508,     82,     82,     82,     81,     82,     83,     81,     94,     68,     82
194509,     82,     81,     82,     83,     80,     82,     82,     82,     82,     82
194510,     81,     82,     82,     82,     81,     82,     82,     82,     82,     82
194511,     82,     82,     82,     83,     81,     82,     82,     82,     82,     80
194512,     82,     82,     82,     81,     84,     81,     81,     82,     81,     82
194601,     82,     82,     83,     82,     82,     82,     83,     83,     81,     82
194602,     84,     81,     84,     82,     82,     82,     83,     83,     82,     83
194603,     85,     82,     85,     83,     83,     84,     84,     83,     83,     84
194604,     84,     84,     83,     84,     84,     84,     84,     83,     84,     84
194605,     84,     84,     85,     84,     84,     84,     84,     85,     84,     84
194606,     85,     83,     85,     85,     85,     84,     84,     85,     84,     85
194607,     85,     86,     85,     85,     86,     85,     85,     85,     86,     85
194608,     85,     86,     85,     85,     86,     85,     86,     99,     72,     85
194609,     88,     85,     86,     87,     86,     86,     87,     86,     87,     85
194610,     87,     87,     87,     87,     86,     87,     87,     87,     87,     86
194611,     87,     88,     88,     85,     88,    104,     69,     87,     87,     87
194612,     87,     88,     87,     87,     87,     88,     87,     87,     88,     87
194701,     88,     87,     88,     88,     88,     87,     88,     88,     87,     88
194702,     89,     88,     89,     87,     89,     88,     88,     88,     91,     86
194703,     88,     88,     89,     89,     89,    113,     64,     89,     88,     89
194704,     89,     89,     88,     89,     89,     89,     90,     87,     89,     89
194705,     89,     89,     90,     89,     89,     89,     89,     90,     89,     89
194706,     89,     89,     91,     88,     89,     89,     88,     90,     89,     89
194707,     89,    107,     72,     89,     90,     89,     89,     90,     88,     89
194708,     90,     92,     87,     90,     90,     90,     89,     90,     89,     90
194709,     90,     90,     90,     90,     91,     90,     90,     90,     90,     90
194710,     91,     90,     91,     90,    131,     51,     90,     91,     90,     90
194711,     91,     90,    116,     65,     91,     96,     85,     93,     88,     90
194712,     91,     91,     90,     91,     92,     90,     91,     90,     91,     91
194801,     91,     92,     91,     91,     92,     91,     91,     91,     92,     91
194802,     96,     87,     92,     94,     90,     91,     92,     91,     91,     92
194803,     92,     93,     91,     92,     93,     92,     92,     92,     95,     89
194804,     96,     88,     95,     90,     92,     92,     92,     93,     92,     92
194805,     93,     92,    127,     60,     92,     94,     93,     92,     92,     93
194806,     93,     94,     93,     93,     93,     93,     93,     93,     93,     93
194807,     93,     93,     93,     93,     95,     93,     92,     93,     93,     93
194808,     93,     94,     93,     94,     94,     92,     94,     93,     94,     93
194809,     94,     93,     93,     94,    141,     46,     96,     92,     93,     94
194810,     94,     93,     96,     92,     94,     92,     94,    118,     69,     94
194811,     96,     92,     94,     94,     94,     93,     94,     94,     94,     94
194812,     94,     96,     92,     97,     91,     93,     95,     93,     94,     94
194901,     94,     94,     95,     93,     95,     95,     93,     94,     94,     94
194902,     94,     94,     94,    113,     76,     94,     95,     93,     94,     94
194903,     95,     93,     95,     95,     94,     94,     95,     94,     95,     94
194904,     95,     95,     95,     95,     95,     95,     94,     96,     94,     95
194905,     95,     95,     95,     95,     96,     95,    121,     69,     95,     95
194906,     95,     96,     96,     95,     95,     95,     96,     95,     96,     96
194907,    100,     91,     96,     96,     95,    107,     85,     96,     94,     96
194908,     96,     96,     95,     95,     97,     95,     95,     96,     95,     96
194909,     97,     96,    126,     65,     96,     96,     96,     95,     97,     95
194910,     96,    121,     72,     96,     96,     96,     96,     97,     95,     96
194911,     97,     96,     98,     96,     98,     95,     97,     96,     96,     97
194912,     99,     95,     97,     96,     96,     99,     94,     97,     96,     97
195001,     97,     96,     97,     96,     97,     96,     95,     96,     97,     97
195002,     96,     99,    118,     73,     96,     96,     99,     94,     97,     96
195003,     97,     96,     97,     96,     97,     97,     96,     97,     96,     97
195004,    100,     94,     96,     97,     98,     96,     97,     96,     97,     97
195005,     97,     98,    116,     77,     97,     98,     96,     97,     97,     97
195006,     97,     97,    125,     69,     96,     97,     97,     97,     97,     97
195007,     97,     97,     98,    104,     90,     97,     99,     96,     97,     96
195008,     97,     98,     97,     98,     98,     96,     98,     97,    101,     94
195009,     98,     98,     98,     98,     99,     96,    100,     97,     98,     98
195010,     98,     99,     98,     99,     98,     99,     97,     98,    100,     97
195011,     99,     98,     99,     99,     99,     98,     99,    100,     97,     99
195012,     99,     98,     98,     99,     99,     98,     98,     99,     98,     99
195101,     99,     98,    101,     96,    103,     97,    100,    100,     93,     98
195102,     98,     98,     98,     99,     99,     98,     99,     99,     98,     99
195103,     98,     99,     99,     99,     99,     98,    100,     98,     99,     99
195104,     99,     99,     99,     99,     99,     99,     99,     99,     99,     99
195105,     99,    100,     99,    100,     99,     99,     99,     99,    100,     99
195106,    100,     99,    100,    100,    101,     98,    127,     73,     99,    100
195107,    100,    100,     99,    100,    100,    100,    100,     99,    100,    100
195108,    100,    100,    100,    100,    102,     98,    100,    100,    100,    100
195109,    100,    100,    100,    101,     99,    100,    100,    100,    100,     99
195110,    102,     98,    100,    100,    100,    100,    100,    100,    101,     99
195111,    100,     99,    101,     99,    101,    100,    124,     76,    100,     99
195112,    100,    100,    100,    100,    100,     99,    103,     97,    100,    100
195201,    100,    101,    100,    108,     94,     99,    101,    100,    101,    100
195202,    101,    101,    100,    104,     97,    101,    102,     99,    100,    101
