This file was created by CMPT_PRIOR_RETS using the 202302 CRSP database.
It contains value- and equal-weighted returns for  10 prior-return portfolios.
The portfolios are constructed monthly. PRIOR_RET is from - 1 to - 1.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
195203,    101,    102,     99,    101,    101,    101,    116,     84,    101,    101
195204,    100,    101,    118,     83,    101,    101,    102,     99,    101,    101
195205,    101,    101,    100,    102,    100,    101,    101,    100,    102,    100
195206,    101,    101,    100,    101,    101,    100,    101,    103,     99,    101
195207,    101,    101,    101,    101,    101,    100,    101,    101,    101,    101
195208,    102,    100,    101,    138,     64,    102,    102,    100,    101,    101
195209,    101,    102,    102,    100,    142,     60,    101,    103,    100,    101
195210,    102,    101,    101,    101,    103,    100,    100,    101,    102,    101
195211,    102,    102,    102,    102,    102,    102,    102,    101,    102,    102
195212,    102,    102,    102,    103,    101,    102,    102,    103,    100,    102
195301,    102,    102,    102,    102,    101,    102,    102,    102,    102,    102
195302,    101,    102,    102,    102,    102,    102,    102,    102,    102,    101
195303,    103,    101,    102,    102,    101,    102,    104,     98,    102,    101
195304,    102,    103,    100,    102,    102,    102,    102,    102,    101,    102
195305,    100,    102,    101,    102,    104,     98,    102,    102,    102,    101
195306,    102,    101,    103,    100,    102,    102,    101,    102,    102,    101
195307,    101,    105,     99,    102,    102,    102,    102,    117,     87,    101
195308,    102,    102,    151,     53,    102,    102,    103,    101,    102,    101
195309,    102,    102,    101,    102,    100,    102,    103,    100,    102,    102
195310,    102,    101,    101,    102,    103,    114,     88,    103,    101,    101
195311,    102,    147,     56,    101,    103,    101,    101,    103,    100,    101
195312,    102,    101,    151,     53,    102,    101,    102,    102,    103,    100
195401,    102,    102,    104,    100,    103,    118,     86,    102,    101,    102
195402,    111,     94,    101,    103,    101,    102,    102,    102,    102,    102
195403,    102,    102,    102,    129,     75,    102,    102,    102,    102,    102
195404,    102,    102,    102,    102,    101,    103,    101,    102,    102,    102
195405,    101,    102,    102,    124,     79,    103,    101,    101,    102,    101
195406,    102,    102,    102,    102,    101,    102,    102,    102,    102,    102
195407,    102,    102,    102,    102,    102,    102,    102,    102,    102,    102
195408,    102,    102,    102,    102,    105,    102,    100,    101,    102,    102
195409,    102,    103,    102,    102,    102,    132,     72,    104,    101,    102
195410,    100,    136,     69,    102,    102,    103,    101,    102,    103,    101
195411,    102,    102,    102,    102,    103,    126,     77,    102,    102,    102
195412,    101,    102,    103,    103,    101,    102,    102,    103,    102,    102
195501,    102,    102,    102,    101,    104,    101,    102,    102,    102,    102
195502,    103,    102,    104,    101,    103,    102,    103,    102,    102,    100
195503,    103,    103,    102,    103,    103,    101,    102,    103,    101,    102
195504,    103,    102,    103,    102,    103,    101,    102,    101,    103,    102
195505,    101,    102,    102,    102,    102,    103,    102,    101,    102,    102
195506,    106,     98,    103,    102,    118,     86,    104,    101,    102,    102
195507,    102,    103,    100,    103,    102,    102,    103,    102,    102,    101
195508,    101,    103,    104,     99,    121,     85,    102,    102,    103,    102
195509,    102,    101,    103,    102,    103,    102,    102,    101,    102,    101
195510,    101,    103,    102,    103,    100,    130,     75,    102,    102,    101
195511,    102,    102,    102,    102,    104,    102,    101,    102,    102,    102
195512,    100,    128,     77,    102,    103,    103,    101,    103,    101,    103
195601,    103,    103,    102,    118,     87,    102,    103,    103,    102,    100
195602,    103,    102,    106,     99,    103,    102,    114,     91,    103,    101
195603,    102,    102,    103,    102,    103,    103,    103,    102,    103,    102
195604,    103,    102,    103,    103,    103,    102,    103,    103,    102,    103
195605,    103,    103,    103,    103,    103,    103,    103,    102,    103,    102
195606,    102,    103,    103,    102,    103,    101,    102,    130,     76,    101
195607,    102,    104,    101,    102,    102,    101,    103,    102,    103,    101
195608,    101,    102,    102,    101,    102,    102,    101,    104,    102,    101
195609,    102,    101,    102,    103,    102,    102,    110,     95,    102,    102
195610,    102,    103,    103,    101,    102,    103,    102,    102,    101,    101
195611,    103,    102,    103,    102,    103,    104,    101,    103,    102,    102
195612,    103,    102,    103,    102,    103,    103,    102,    103,    102,    103
195701,    102,    102,    103,    102,    103,    103,    103,    102,     99,    102
195702,    102,    103,    102,    103,    119,     85,    103,    101,    103,    102
195703,    103,    103,    102,    103,    104,    101,    129,     77,    102,    103
195704,    103,    103,    103,    103,    103,    102,    103,    103,    102,    102
195705,    102,    103,    102,    103,    103,    101,    103,    103,    103,    103
195706,    102,    103,    103,    110,     95,    103,    102,    103,    103,    103
195707,    104,    103,    104,    103,    104,    103,    104,    103,    105,    101
195708,    103,    103,    103,    103,    104,    104,    104,    102,    103,    103
195709,    104,    104,    104,    104,    104,    105,    103,    102,    104,    104
195710,    103,    104,    104,    103,    105,    106,    102,    104,    103,    104
195711,    104,    104,    104,    104,    104,    104,    104,    104,    102,    103
195712,    103,    102,    104,    110,     98,    104,    104,    103,    104,    104
195801,    104,    104,    105,    104,    105,    103,    104,    104,    104,    103
195802,    104,    104,    104,    106,    102,    104,    104,    107,    101,    104
195803,    103,    104,    105,    103,    103,    104,    104,    104,    104,    101
195804,    104,    103,    105,    102,    104,    103,    104,    103,    104,    103
195805,    103,    104,    104,    104,    104,    104,    103,    104,    104,    104
195806,    102,    104,    103,    104,    105,    104,    104,    104,    104,    104
195807,    104,    104,    131,     76,    104,    104,    103,    103,    105,    101
195808,    103,    126,     80,    104,    105,    102,    104,    104,    104,    103
195809,    102,    103,    104,    103,    105,    102,    104,    103,    104,    102
195810,    102,    127,     80,    104,    103,    102,    104,    101,    105,    102
195811,    103,    103,    104,    103,    103,    103,    103,    104,    103,    103
195812,    102,    103,    104,    104,    102,    103,    103,    104,    103,    102
195901,    105,    102,    103,    105,    102,    103,    104,    103,    104,    103
195902,    104,    104,    114,     92,    104,    103,    103,    105,    102,    101
195903,    103,    104,    102,    102,    103,    102,    104,    103,    104,    102
195904,    102,    103,    103,    103,    103,    102,    103,    102,    103,    103
195905,    103,    103,    103,    125,     82,    103,    103,    103,    103,    103
195906,    105,    102,    104,    104,    129,     78,    104,    104,    103,    104
195907,    104,    104,    104,    104,    104,    104,    104,    104,    104,    103
195908,    104,    104,    104,    104,    105,    104,    104,    104,    105,    104
195909,    105,    105,    105,    104,    105,    105,    105,    104,    105,    105
195910,    105,    107,    103,    104,    105,    104,    105,    105,    105,    104
195911,    105,    105,    105,    141,     69,    104,    105,    105,    104,    105
195912,    105,    106,    105,    105,    106,    105,    104,    105,    105,    105
196001,    106,    105,    106,    105,    106,    106,    104,    105,    105,    105
196002,    106,    105,    106,    105,    106,    105,    106,    105,    106,    104
196003,    105,    105,    106,    106,    107,    105,    105,    106,    105,    106
196004,    105,    108,    104,    106,    107,    106,    106,    105,    105,    106
196005,    106,    107,    106,    110,    103,    105,    105,    106,    106,    106
196006,    106,    107,    106,    106,    107,    106,    106,    106,    108,    105
196007,    106,    107,    106,    130,     84,    107,    106,    105,    106,    105
196008,    107,    110,    104,    107,    107,    107,    107,    107,    106,    106
196009,    108,    107,    126,     89,    108,    108,    107,    107,    107,    107
196010,    106,    108,    109,    108,    108,    110,    106,    108,    108,    107
196011,    109,    108,    108,    108,    109,    107,    109,    108,    111,    106
196012,    107,    109,    106,    109,    108,    108,    109,    107,    109,    108
196101,    107,    109,    108,    107,    108,    107,    108,    109,    107,    107
196102,    108,    108,    108,    107,    108,    107,    108,    108,    108,    106
196103,    107,    118,     99,    109,    108,    108,    109,    108,    109,    108
196104,    109,    109,    129,     87,    108,    107,    110,    107,    109,    108
196105,    109,    108,    113,    104,    131,     87,    108,    109,    109,    108
196106,    109,    109,    112,    103,    109,    109,    108,    107,    109,    109
196107,    108,    108,    109,    109,    109,    108,    108,    108,    107,    108
196108,    108,    108,    109,    148,     69,    108,    108,    108,    108,    108
196109,    109,    108,    109,    118,     99,    108,    109,    109,    109,    108
196110,    108,    109,    109,    108,    109,    109,    112,    106,    109,    108
196111,    110,    109,    110,    109,    111,    109,    108,    110,    110,    108
196112,    110,    111,    109,    111,    110,    110,    111,    109,    111,    109
196201,    111,    110,    110,    111,    111,    117,    104,    111,    109,    111
196202,    110,    110,    111,    109,    111,    113,    108,    110,    110,    111
196203,    110,    111,    111,    132,     89,    111,    109,    111,    111,    111
196204,    110,    110,    111,    111,    111,    110,    111,    111,    110,    110
196205,    112,    109,    110,    110,    114,    109,    109,    111,    110,    110
196206,    110,    110,    111,    111,    111,    111,    111,    111,    111,    110
196207,    111,    111,    112,    112,    109,    111,    110,    111,    111,    109
196208,    111,    111,    112,    111,    112,    109,    111,    111,    111,    111
196209,    251,    178,    152,    196,    157,    163,    159,    178,    194,    284
196210,    296,    203,    179,    166,    151,    162,    167,    170,    191,    226
196211,    365,    216,    190,    176,    185,    153,    172,    145,    149,    171
196212,    377,    189,    192,    159,    167,    148,    150,    165,    164,    207
196301,    386,    193,    171,    178,    174,    182,    145,    147,    161,    188
196302,    230,    199,    169,    165,    172,    167,    163,    164,    196,    299
196303,    280,    202,    171,    173,    157,    146,    190,    180,    182,    245
196304,    320,    212,    164,    227,    163,    152,    160,    167,    161,    201
196305,    361,    208,    213,    155,    165,    159,    162,    141,    159,    206
196306,    289,    190,    157,    202,    169,    174,    164,    175,    182,    237
196307,    258,    173,    177,    167,    173,    152,    216,    158,    191,    273
