This file was created by CMPT_PRIOR_RETS using the 202302 CRSP database.
It contains value- and equal-weighted returns for  10 prior-return portfolios.
The portfolios are constructed monthly. PRIOR_RET is from -60 to -13.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
195002,     15.40,     19.72,     34.80,    115.14,    119.78,    129.18,     87.20,    102.52,     88.95,     62.53
195003,     14.61,     16.79,     36.38,     95.73,    126.75,     85.41,    136.04,     92.93,    103.26,     72.61
195004,     14.40,     24.76,     34.64,    170.21,     65.03,     91.00,    140.04,     95.13,     80.88,     71.84
195005,     16.78,     18.79,     44.36,    109.53,    126.67,     65.39,    158.41,    124.24,     79.45,     74.94
195006,     15.45,     23.62,     33.84,     66.26,    167.40,     77.03,    136.59,    154.49,     84.75,     88.28
195007,     14.11,     13.48,     27.63,     38.75,    183.62,     68.77,    121.82,    133.23,     92.12,     99.86
195008,     14.94,     17.12,     35.43,     95.54,    128.81,     56.84,    130.05,    144.81,     90.41,     92.18
195009,     15.88,     19.87,     33.73,     54.23,    177.83,     65.55,    109.55,    152.80,    103.61,    103.38
195010,     16.98,     16.98,     29.06,     70.18,    175.38,     59.01,     74.39,    231.53,     93.02,    104.19
195011,     16.99,     21.63,     24.59,     56.46,    121.52,    121.62,     80.93,    150.94,    173.05,    101.73
195012,     16.99,     17.87,     23.50,     38.50,     97.59,     89.14,    149.83,    164.49,    177.38,    100.10
195101,     16.36,     22.42,     27.25,     38.65,    102.65,    103.92,    174.42,    140.68,    202.57,    109.06
195102,     21.83,     19.71,     30.55,     33.98,     66.88,    139.52,    174.72,    187.77,    186.67,    123.19
195103,     19.74,     21.84,     24.80,     49.26,    115.03,     88.50,    150.79,    195.03,    214.96,    114.03
195104,     14.90,     24.22,     24.42,     38.59,     63.56,    119.44,    120.22,    207.36,    191.77,    159.47
195105,     15.43,     26.50,     21.99,     41.81,     59.42,    137.73,    152.98,    152.11,    234.44,    164.97
195106,     13.16,     27.23,     18.71,     36.91,     59.00,    120.38,    121.25,    164.15,    177.26,    233.82
195107,     13.18,     22.02,     20.52,     37.76,     54.52,    117.01,    116.85,    151.39,    177.97,    230.14
195108,     11.23,     22.98,     24.84,     53.45,    118.39,     69.47,    128.00,    177.47,    210.51,    180.66
195109,     14.69,     24.21,     45.52,     52.55,    119.92,     78.96,    105.18,    183.32,    182.22,    222.13
195110,     12.90,     28.90,     55.59,    111.38,     62.80,     89.62,    161.78,    139.72,    229.32,    140.51
195111,     13.49,     27.40,     50.43,    130.93,     55.74,     75.13,    173.97,    138.44,    193.79,    143.09
195112,     10.63,     34.23,     57.11,    112.64,     65.37,     62.56,    185.48,     98.73,    226.91,    144.52
195201,     12.37,     44.73,    122.06,     58.89,     76.77,     56.39,    178.33,    158.06,    187.43,    147.26
195202,      9.51,     53.77,    120.54,     50.14,     80.32,     58.69,    132.75,    180.90,    263.18,    104.61
195203,      9.85,     45.72,    115.57,     61.79,     72.21,     57.37,    122.76,    174.48,    255.90,    103.84
195204,     11.08,     40.22,    124.02,     48.03,     85.36,     79.07,    122.91,    170.17,    215.39,    166.00
195205,     18.88,    109.56,     61.02,     53.71,     58.97,     72.16,    155.56,    155.82,    227.57,     97.15
195206,     19.48,    120.41,     52.74,     60.22,     67.95,     69.66,    232.07,     92.96,    227.41,     89.58
195207,     18.99,     52.39,    104.89,     83.31,     54.68,     94.87,    153.94,    177.24,    225.01,    106.54
195208,     18.08,     50.27,     40.26,    134.21,     64.92,     77.32,    154.46,    202.06,    221.78,    120.00
195209,     18.48,     57.32,     93.78,     66.52,     62.10,     92.75,    135.42,    160.81,    259.99,    117.92
195210,     19.29,     48.44,     99.71,     61.89,     69.00,     92.07,    112.92,    180.12,    245.94,    111.90
195211,     14.92,     48.05,    101.80,     69.73,     62.57,     87.64,    125.79,    114.87,    301.94,    104.17
195212,     19.29,     42.00,    107.13,     59.40,     82.50,    115.63,    120.10,    186.40,    246.37,    105.34
195301,     23.93,     40.46,    111.83,     52.59,    104.34,     97.44,    112.78,    172.86,    302.15,    111.19
195302,     20.44,     44.49,    126.34,     55.96,     73.69,     86.47,    123.10,    216.81,    238.68,    136.26
195303,     26.22,     43.91,    114.95,     72.28,     80.32,    109.24,    143.43,    110.82,    292.56,    118.29
195304,     17.65,     46.08,    111.99,     72.87,     73.01,     90.94,    125.47,    139.82,    211.63,    201.67
195305,     16.47,     31.59,    124.48,     71.20,     65.82,     98.33,    139.17,    127.41,    221.39,    167.89
195306,     17.18,     22.83,     59.55,    125.57,     89.18,     75.24,    166.96,    106.72,    238.86,    162.66
195307,     16.31,     21.55,     55.20,    128.66,     84.84,     94.46,     84.55,    162.76,    231.35,    163.50
195308,     16.49,     26.89,    123.11,     68.35,     59.87,     91.46,    142.92,    141.81,    229.48,    164.92
195309,     16.29,     37.24,    106.17,     59.61,     79.80,     84.51,    156.22,    103.76,    219.44,    148.93
195310,     19.00,     37.93,    107.76,     64.23,     75.99,    119.78,    125.54,    100.30,    212.37,    148.85
195311,     15.22,     35.46,    113.83,     62.78,     86.21,    131.73,    128.56,    115.28,    214.10,    153.53
195312,     15.59,    113.22,     48.67,     69.83,     82.28,    104.96,    102.93,    174.41,    200.41,    162.57
195401,     19.93,    110.34,     63.21,     72.57,     93.47,    112.53,     71.26,    216.28,    168.05,    158.32
195402,     22.16,    116.53,     71.99,     75.97,     92.80,     84.16,    140.63,    201.32,    185.35,    150.46
195403,     21.01,    136.73,     77.36,     72.62,     72.97,    133.86,    122.74,    192.91,    174.76,    145.73
195404,     21.88,    129.06,     65.35,     83.40,    101.11,     91.70,    146.73,    200.00,    186.39,    161.04
195405,     21.19,    124.31,     81.75,     89.08,    105.23,     97.82,    143.23,    312.54,     96.50,    172.34
195406,     32.12,    124.72,     81.72,     92.40,    125.74,    110.95,    116.55,    248.21,    244.30,     94.98
195407,     30.71,     46.03,    151.57,    118.78,    119.56,    110.84,    125.06,    238.68,    237.17,    100.27
195408,     30.78,     43.54,    151.91,    115.75,    124.34,    132.32,    119.57,    221.06,    292.85,    107.56
195409,     20.98,     49.40,    132.70,    115.85,    142.03,    107.61,    122.72,    148.21,    359.05,    102.36
195410,     19.16,     42.49,     65.69,    167.94,    167.74,    118.19,    136.21,    162.66,    396.36,    111.47
195411,     19.15,     43.93,     63.50,    151.57,    166.81,    110.44,    134.60,    237.08,    318.00,    119.82
195412,     19.52,     55.83,     57.12,    185.94,    151.33,    116.25,    169.70,    220.79,    378.83,    127.66
195501,     20.24,     55.96,     63.02,    167.51,    159.57,    120.10,    155.96,    287.94,    282.82,    285.29
195502,     21.91,     54.92,     50.92,    187.28,    164.71,    108.57,    162.47,    226.69,    352.88,    277.37
195503,     20.40,     53.08,     54.58,    189.39,    169.66,    124.59,    180.16,    234.75,    285.12,    347.36
195504,     22.98,     51.91,     52.74,    190.45,    140.90,    158.17,    150.06,    257.41,    310.48,    319.60
195505,     16.09,     49.22,     68.58,    194.88,    123.99,    161.69,    184.97,    245.76,    316.75,    348.57
195506,     21.73,     48.70,     72.13,    174.34,    136.20,    168.42,    253.67,    298.04,    199.57,    337.84
195507,     27.62,     59.28,    149.59,     90.67,    157.23,    153.69,    317.36,    341.49,    213.79,    305.22
195508,     20.79,     70.04,     54.92,    172.20,    130.24,    188.30,    226.18,    319.35,    451.74,    219.09
195509,     25.59,     62.11,     55.26,    167.93,    153.46,    217.82,    328.38,    190.97,    350.55,    300.84
195510,     25.78,     54.94,     62.80,    163.04,    144.23,    165.66,    244.60,    296.85,    375.39,    309.84
195511,     23.59,     53.45,     61.04,    183.04,    137.95,    227.98,    194.31,    218.94,    395.83,    298.87
195512,     25.28,     48.74,     64.54,    202.30,    112.32,    223.05,    227.69,    304.58,    368.05,    329.97
195601,     26.41,     53.27,     65.68,    211.63,    157.70,    194.85,    251.61,    291.56,    359.78,    364.81
195602,     26.00,     44.89,     67.93,    210.76,    158.31,    204.13,    161.27,    341.28,    363.04,    336.61
195603,     34.20,     54.09,     60.84,    211.89,    194.68,    209.43,    150.71,    326.04,    495.93,    249.06
195604,     35.39,     58.17,     75.32,    209.82,    197.38,    188.51,    159.41,    480.34,    448.31,    264.09
195605,     37.98,     45.30,     90.31,    217.06,    214.19,    150.90,    236.70,    300.02,    555.80,    271.18
195606,     32.81,     44.95,     79.92,    221.44,    173.22,    173.97,    228.98,    453.00,    363.40,    242.22
195607,     37.85,     44.20,    185.73,    131.92,    130.11,    224.17,    214.27,    382.32,    441.89,    313.95
195608,     39.59,     58.88,    186.10,    145.44,    225.83,    154.24,    246.46,    345.14,    347.54,    463.44
195609,     39.12,     44.46,    186.96,    130.23,    186.88,    182.04,    292.19,    302.74,    311.36,    459.15
195610,     32.04,     48.87,     78.89,    216.20,    196.12,    162.23,    223.23,    203.37,    484.71,    390.13
195611,     32.63,     55.55,     84.23,    232.43,    170.95,    168.91,    208.66,    364.52,    331.73,    396.93
195612,     30.35,     48.53,    204.83,     99.30,    201.35,    127.71,    241.99,    202.94,    421.16,    458.63
195701,     35.60,     63.45,    204.83,    139.58,    172.61,    197.19,    189.85,    386.68,    282.08,    473.04
195702,     39.13,     75.36,     97.45,    241.49,    135.14,    183.22,    263.63,    310.20,    293.95,    431.44
195703,     34.50,     60.38,    210.86,    132.62,    151.40,    135.11,    214.67,    381.02,    275.57,    428.96
195704,     42.36,     69.32,    216.99,    107.99,    173.59,    149.53,    229.11,    223.72,    495.35,    360.80
195705,     35.83,     83.96,    216.61,    120.08,    158.75,    178.16,    143.99,    291.40,    560.29,    377.99
195706,     56.74,     63.78,    233.05,    106.13,    185.00,    200.14,    178.59,    241.77,    577.82,    399.75
195707,     53.18,     53.82,    239.25,    114.87,    182.03,    158.05,    231.77,    311.74,    473.58,    415.70
195708,     47.01,     54.92,    225.60,    128.38,    180.44,    135.27,    221.60,    519.32,    321.60,    415.61
195709,     45.86,     53.30,    221.01,    154.56,    127.91,    162.81,    244.87,    415.30,    305.79,    410.01
195710,     50.69,     54.54,    233.87,    123.29,    136.88,    154.38,    186.04,    411.51,    347.30,    300.45
195711,     45.79,     47.49,    224.37,    152.59,    117.38,    143.76,    175.13,    384.10,    372.92,    252.01
195712,     37.34,     67.59,    228.50,    150.95,    123.22,    141.78,    253.52,    197.02,    484.75,    276.63
195801,     32.16,     50.49,    241.08,    154.03,    132.35,    168.76,    154.53,    368.65,    326.71,    287.82
195802,     34.75,     63.97,    108.19,    287.19,    184.24,    162.59,    205.49,    254.39,    411.96,    290.83
195803,     33.95,     55.99,    104.93,    269.32,    148.72,    203.51,    158.70,    312.09,    400.89,    294.43
195804,     30.00,     64.30,    107.56,    264.30,    197.41,    150.87,    232.33,    283.99,    384.18,    319.21
195805,     31.73,     58.60,    107.81,    296.43,    146.48,    170.34,    144.36,    348.92,    453.59,    338.34
195806,     27.88,     73.58,     86.53,    309.20,    140.87,    144.52,    186.17,    357.20,    398.35,    408.11
195807,     42.05,     74.68,    222.20,    174.46,    168.45,    139.65,    176.98,    374.04,    473.33,    343.37
195808,     46.18,     69.69,    235.07,    204.66,    132.30,    184.61,    194.46,    226.84,    619.88,    368.91
195809,     37.83,     79.57,    264.90,    204.93,    105.95,    209.42,    266.71,    158.26,    601.41,    391.97
195810,     42.52,     81.13,    251.34,    215.36,    167.56,    235.71,    224.33,    168.72,    647.64,    404.56
195811,     33.84,     75.13,    136.76,    350.80,    180.56,    195.41,    247.54,    191.11,    688.51,    399.21
195812,     37.37,     76.07,    138.22,    329.55,    210.73,    154.31,    218.86,    410.85,    513.33,    466.46
195901,     38.52,     86.65,    127.24,    315.64,    251.61,    219.70,    261.92,    454.04,    537.00,    449.73
195902,     43.41,    111.79,    121.04,    379.31,    253.22,    167.80,    241.88,    520.37,    516.71,    414.81
195903,     47.33,    107.97,    142.17,    399.57,    229.69,    212.69,    301.89,    612.60,    306.26,    432.78
195904,     41.59,    105.17,    158.82,    402.93,    232.55,    161.28,    317.26,    574.45,    467.00,    350.22
195905,     72.98,     92.81,    199.64,    367.87,    373.67,    309.62,    209.41,    414.69,    506.13,    363.43
195906,     74.50,    154.33,    139.18,    391.78,    269.30,    329.93,    269.57,    616.43,    341.20,    366.71
195907,     75.63,    135.53,    154.11,    436.72,    385.48,    243.71,    177.26,    409.77,    481.33,    443.06
195908,     54.44,    106.36,    158.01,    454.70,    179.48,    474.94,    251.72,    560.20,    355.79,    444.64
195909,     49.14,     97.07,    138.82,    409.09,    260.05,    472.20,    235.55,    534.20,    351.57,    444.75
195910,     62.42,    102.01,    130.94,    389.53,    408.35,    314.57,    372.78,    300.41,    372.25,    396.69
195911,     54.55,    102.87,    170.22,    370.76,    364.75,    306.91,    431.76,    275.66,    429.01,    387.71
195912,     78.14,     92.73,    279.35,    358.00,    288.06,    363.12,    422.46,    266.12,    403.37,    375.80
196001,     61.25,     90.85,    141.26,    339.23,    189.27,    486.53,    582.06,    248.42,    464.05,    438.84
196002,     53.72,     91.38,    131.42,    320.18,    194.59,    624.09,    446.85,    206.07,    377.45,    379.71
196003,     53.98,    103.26,    149.20,    278.00,    329.55,    532.81,    426.82,    258.24,    315.49,    411.21
196004,     46.06,     84.52,    178.95,    328.10,    244.42,    661.77,    390.57,    230.75,    248.37,    411.20
196005,     44.46,     78.82,    148.43,    322.15,    275.33,    297.64,    673.97,    291.06,    305.01,    346.70
196006,     38.85,     78.26,    165.41,    222.27,    413.46,    221.18,    712.99,    330.43,    256.17,    416.75
196007,     39.88,    130.91,    271.41,    243.44,    302.94,    316.60,    636.55,    262.45,    344.93,    370.81
196008,     40.43,    127.51,    234.07,    295.09,    384.32,    496.05,    331.37,    223.53,    297.88,    421.97
196009,     41.69,    130.04,    251.84,    290.92,    269.65,    659.41,    350.92,    245.33,    262.18,    419.83
196010,     41.43,    126.86,    244.01,    408.09,    254.49,    300.93,    490.04,    313.53,    238.53,    338.88
196011,     40.93,    118.67,    273.16,    414.90,    216.42,    400.29,    314.15,    359.22,    208.14,    393.96
196012,     46.98,    145.95,    263.40,    368.69,    261.44,    489.13,    270.11,    409.09,    196.96,    407.45
196101,     45.31,    162.12,    225.00,    326.32,    405.32,    263.10,    525.84,    423.84,    222.13,    443.40
196102,     53.05,    295.04,    325.97,    394.74,    230.18,    303.85,    623.80,    269.72,    272.54,    463.36
196103,     85.04,    279.03,    420.25,    309.44,    217.60,    301.23,    333.93,    572.23,    305.69,    502.70
196104,    104.06,    312.04,    357.90,    348.99,    294.44,    227.88,    363.88,    590.80,    322.52,    519.12
196105,     87.30,    378.27,    357.73,    304.33,    255.01,    301.17,    296.72,    597.58,    333.13,    539.44
196106,    122.35,    339.20,    240.29,    472.80,    230.31,    236.87,    296.41,    623.72,    409.60,    565.07
196107,     94.17,    359.37,    235.49,    441.86,    271.42,    213.44,    278.30,    658.04,    326.61,    575.85
196108,     96.03,    371.39,    362.57,    380.06,    169.49,    382.09,    299.66,    632.28,    311.36,    557.11
196109,    109.38,    386.78,    345.85,    364.74,    203.69,    385.98,    271.36,    629.11,    331.83,    605.90
196110,     96.66,    266.68,    288.58,    517.09,    217.11,    281.11,    319.33,    593.70,    349.96,    612.88
196111,     70.97,    309.64,    214.53,    550.73,    334.37,    186.86,    277.42,    359.47,    713.03,    632.34
196112,     84.78,    296.19,    192.85,    631.76,    224.32,    285.39,    355.76,    591.54,    468.47,    659.14
196201,     67.78,    320.72,    258.14,    602.21,    281.64,    226.72,    339.57,    291.49,    760.20,    675.95
196202,     63.28,    279.31,    186.54,    582.27,    374.15,    221.05,    340.82,    265.88,    759.15,    594.46
196203,     65.24,    287.19,    257.23,    677.77,    201.18,    284.25,    365.30,    674.55,    358.40,    565.62
196204,     96.89,    278.93,    368.86,    522.00,    242.29,    373.99,    258.48,    289.54,    752.30,    532.72
196205,    112.42,    264.22,    441.96,    442.07,    242.40,    230.58,    307.31,    245.22,    733.25,    476.02
196206,    218.87,    279.75,    454.45,    202.71,    214.66,    325.27,    212.82,    545.74,    278.80,    433.18
196207,    202.84,    270.93,    185.96,    425.22,    204.53,    242.33,    256.65,    464.99,    316.71,    339.31
196208,    200.45,    283.87,    348.60,    285.29,    199.30,    242.10,    283.38,    225.21,    641.41,    392.75
196209,    195.96,    256.59,    375.25,    320.44,    163.41,    253.19,    315.04,    499.71,    321.07,    450.25
196210,    200.76,    238.45,    201.87,    442.30,    193.42,    245.25,    207.59,    548.91,    336.34,    376.51
196211,     71.77,    373.40,    348.76,    345.26,    230.34,    210.07,    235.41,    519.92,    315.88,    353.66
196212,    101.95,    403.15,    421.29,    184.00,    436.43,    204.47,    270.25,    577.80,    321.58,    391.29
196301,     99.58,    483.78,    333.88,    246.64,    377.67,    292.90,    326.77,    534.79,    280.90,    383.68
196302,     88.06,    448.04,    425.15,    225.22,    206.30,    442.97,    369.39,    589.04,    381.11,    344.21
196303,     76.19,    406.28,    437.48,    216.46,    225.97,    418.06,    322.90,    293.92,    724.45,    306.52
196304,     81.69,    356.70,    427.85,    316.09,    205.74,    461.69,    376.00,    250.04,    668.25,    410.37
196305,     65.38,    410.88,    424.60,    358.90,    457.16,    249.58,    344.32,    342.08,    595.30,    487.53
196306,     76.44,    232.60,    515.47,    398.87,    250.75,    488.18,    288.48,    409.06,    631.10,    507.94
196307,     57.88,    207.49,    528.86,    403.25,    296.12,    441.45,    384.35,    327.25,    759.32,    326.35
196308,     62.93,    251.46,    265.61,    513.58,    403.28,    418.72,    242.78,    475.42,    622.99,    482.67
196309,     90.69,    225.49,    316.97,    459.20,    410.43,    515.40,    226.58,    504.95,    656.34,    525.18
196310,     92.71,    184.66,    318.70,    215.56,    477.39,    685.57,    197.30,    530.42,    821.15,    357.30
196311,     90.50,    160.62,    260.43,    331.73,    426.88,    604.23,    394.42,    474.34,    516.38,    746.72
196312,     80.53,    163.59,    223.21,    289.80,    468.46,    563.46,    492.43,    410.47,    734.97,    518.05
196401,     86.08,    152.64,    282.60,    231.23,    344.85,    469.60,    726.61,    586.80,    727.82,    447.47
196402,     90.79,    154.92,    272.39,    246.37,    337.04,    512.13,    678.63,    518.56,   1020.29,    342.15
196403,     94.87,    156.76,    304.78,    277.24,    234.31,    348.93,    648.62,   1105.16,    707.31,    358.97
196404,     89.10,    147.34,    274.11,    369.53,    201.17,    319.27,    707.74,   1112.51,    560.73,    510.64
196405,     90.30,    125.06,    301.85,    288.57,    299.56,    387.60,    612.66,   1019.12,    739.33,    426.94
196406,    105.76,    135.20,    287.36,    193.16,    364.64,    419.22,    656.03,   1296.03,    493.91,    406.38
196407,     97.73,    218.25,    241.24,    164.55,    431.07,    431.58,    516.77,   1380.52,    549.04,    389.53
196408,    102.58,    136.72,    320.59,    177.92,    468.87,    448.80,    292.67,   1203.69,    801.27,    542.65
196409,    111.14,    142.58,    258.64,    258.71,    355.73,    415.09,    707.31,   1216.23,    436.77,    528.64
196410,    118.24,    188.54,    167.92,    328.83,    337.20,    483.27,    480.95,   1091.78,    806.76,    558.97
196411,     94.97,    176.24,    207.09,    243.59,    490.40,    422.33,    471.25,    622.32,   1410.57,    431.36
196412,    104.71,    164.65,    215.33,    311.89,    358.09,    446.37,    439.77,    593.84,   1079.59,    803.90
196501,     88.65,    177.93,    203.20,    302.77,    328.82,    537.83,    409.04,    750.38,   1264.24,    517.20
196502,     53.38,    222.06,    208.40,    314.96,    286.78,    455.29,    510.72,    431.72,   1647.94,    645.38
196503,     58.12,    236.48,    316.58,    221.80,    264.39,    438.06,    540.64,    919.63,   1142.79,    610.26
196504,     76.56,    226.80,    304.53,    202.22,    374.57,    398.46,    522.20,    889.51,   1283.38,    411.76
196505,    107.58,    186.50,    367.16,    252.00,    445.97,    324.70,    359.96,   1085.77,    969.82,    731.52
196506,    120.21,    230.10,    348.40,    359.73,    376.32,    318.20,    352.06,    995.91,    437.52,   1227.58
196507,    102.17,    202.19,    318.79,    348.82,    359.86,    316.81,    343.29,    998.12,    520.46,    993.77
196508,    101.28,    213.84,    331.72,    359.60,    287.27,    307.40,    543.19,    893.00,    515.25,   1013.13
196509,     86.65,    243.75,    324.17,    415.48,    279.72,    541.80,    777.71,    498.91,    421.97,   1063.39
196510,     95.02,    240.36,    227.12,    489.57,    350.69,    560.71,    774.50,    559.36,    549.53,    972.28
196511,     99.94,    292.29,    435.16,    269.92,    576.42,    725.28,    443.54,    560.59,    802.13,    723.15
196512,    119.01,    276.13,    376.35,    344.16,    552.56,    716.00,    427.43,    511.83,    625.37,    974.58
196601,    176.22,    233.61,    362.96,    468.83,    849.47,    397.58,    408.97,    524.29,    504.53,   1099.63
196602,    148.48,    278.28,    337.52,    290.55,    779.30,    620.26,    425.01,    510.63,    904.67,    740.37
196603,    175.56,    214.27,    245.44,    398.98,    789.86,    419.77,    603.85,    429.14,    940.57,    727.45
196604,    132.78,    227.07,    282.08,    352.07,    762.52,    486.87,    489.63,    662.62,    732.31,    693.75
196605,    144.16,    220.10,    351.96,    622.78,    508.00,    411.02,    666.44,    548.49,    742.68,    705.19
196606,    120.48,    220.46,    329.23,    251.84,    757.77,    372.37,    421.35,    815.17,    727.27,    633.11
196607,    118.78,    216.72,    296.63,    328.04,    473.88,    624.31,    383.50,    685.49,    895.47,    578.83
196608,    134.44,    236.31,    338.15,    250.99,    756.45,    323.72,    379.30,    652.08,    906.53,    607.49
196609,    146.83,    236.72,    331.07,    190.06,    734.86,    332.19,    283.74,    618.56,    811.14,    536.60
196610,    120.40,    263.27,    226.90,    470.81,    587.91,    345.47,    233.40,    437.57,    933.72,    573.21
196611,    136.91,    302.43,    214.12,    784.10,    430.32,    286.61,    297.68,    650.60,    674.99,    581.01
196612,    121.99,    280.62,    526.50,    582.47,    348.20,    266.24,    516.17,    689.94,    680.46,    366.53
196701,    158.02,    552.96,    495.53,    328.45,    344.72,    350.96,    611.07,    603.11,    615.33,    377.59
196702,    187.22,    601.83,    617.77,    332.07,    365.62,    379.55,    792.26,    429.58,    669.80,    406.05
196703,    221.94,    665.21,    335.54,    589.87,    413.28,    479.81,    654.15,    394.00,    616.83,    421.94
196704,    251.38,    655.23,    372.36,    566.18,    391.89,    686.03,    455.91,    724.67,    414.49,    471.01
196705,    272.89,    617.43,    347.79,    491.90,    494.49,    895.35,    476.77,    649.89,    429.72,    522.29
196706,    211.14,    622.96,    335.91,    316.14,    485.99,    794.08,    803.70,    473.26,    395.45,    515.66
196707,    156.34,    724.07,    334.05,    407.43,    744.83,    401.44,    958.22,    426.39,    395.54,    520.79
196708,     81.23,    425.38,    302.62,    371.37,    590.62,    470.95,    486.64,    303.99,    318.39,    339.09
196709,     69.99,    363.37,    331.64,    351.54,    455.87,    629.67,    452.99,    310.80,    367.41,    367.12
196710,     70.10,    397.30,    353.11,    357.80,    457.88,    336.23,    717.12,    337.72,    398.50,    366.85
196711,     58.77,    224.10,    499.97,    284.29,    456.53,    564.36,    526.22,    346.45,    418.98,    334.34
196712,     70.84,    278.18,    444.42,    271.35,    399.37,    587.55,    267.96,    611.38,    416.44,    340.16
196801,     76.55,    310.15,    471.01,    528.01,    528.91,    279.18,    582.26,    287.67,    439.33,    347.10
196802,    125.18,    380.91,    586.75,    224.15,    673.30,    294.94,    475.35,    324.48,    347.13,    284.55
196803,     74.64,    439.49,    489.10,    295.00,    564.61,    333.00,    195.35,    519.69,    327.10,    288.39
196804,    119.57,    260.97,    716.20,    384.12,    413.71,    320.89,    472.51,    291.57,    322.92,    253.73
196805,    118.93,    656.45,    320.96,    386.53,    366.13,    475.99,    557.88,    236.32,    384.74,    295.44
196806,    146.35,    598.78,    387.77,    402.21,    484.71,    346.87,    524.10,    323.04,    381.95,    287.20
196807,    152.21,    701.56,    469.89,    619.56,    288.02,    328.36,    268.41,    597.29,    345.86,    263.52
196808,    191.89,    658.49,    426.17,    581.32,    349.44,    261.55,    511.02,    402.47,    214.08,    232.00
196809,    315.88,    613.83,    407.40,    624.10,    326.53,    311.02,    246.67,    664.12,    190.37,    223.46
196810,    384.18,    440.03,    588.28,    604.91,    399.92,    267.28,    293.99,    595.48,    239.38,    233.08
196811,    421.91,    470.57,    725.67,    498.16,    387.97,    363.22,    266.85,    544.55,    188.24,    245.71
196812,    529.60,    344.05,    742.11,    492.34,    493.35,    294.06,    384.51,    559.90,    249.96,    226.04
196901,    595.58,    469.06,    524.98,    675.93,    382.38,    337.74,    355.76,    563.34,    217.61,    200.57
196902,    669.59,    678.93,    692.14,    415.43,    485.55,    254.92,    581.15,    271.90,    219.62,    183.17
196903,    583.58,    514.51,    734.15,    511.77,    363.26,    254.22,    547.49,    273.87,    209.08,    168.78
196904,    570.00,    545.23,    653.23,    548.62,    431.56,    230.18,    306.69,    525.14,    210.88,    181.16
196905,    708.62,    511.19,    731.09,    485.36,    413.87,    245.85,    254.38,    628.79,    228.67,    173.60
196906,    883.82,    609.96,    730.71,    472.62,    365.32,    230.17,    569.32,    337.39,    167.73,    161.00
196907,    812.95,    722.40,    610.15,    419.37,    238.47,    300.49,    484.38,    353.45,    143.15,    146.79
196908,    627.87,    759.57,    596.79,    348.24,    297.37,    249.05,    247.89,    506.49,    147.94,    134.46
196909,    679.77,    742.09,    591.17,    393.96,    280.79,    330.28,    242.86,    526.00,    174.33,    136.53
196910,    635.68,    820.25,    506.58,    389.92,    285.43,    296.00,    555.02,    228.24,    163.72,    131.52
196911,    653.85,    938.96,    484.50,    393.75,    260.34,    389.89,    591.56,    230.39,    160.30,    142.25
196912,    857.05,    705.27,    434.04,    350.62,    257.30,    383.02,    522.51,    212.01,    161.81,    140.04
197001,   1029.29,    640.15,    329.23,    395.35,    257.00,    413.23,    532.69,    218.00,    137.02,    135.18
197002,    787.93,    689.00,    388.95,    337.65,    356.23,    365.29,    488.52,    132.65,    126.70,    120.33
197003,    623.87,    757.42,    546.92,    284.08,    298.79,    367.53,    629.96,    161.37,    143.55,    130.66
197004,    639.29,    624.12,    550.17,    344.64,    296.70,    314.64,    391.34,    440.77,    143.66,    130.12
197005,    454.54,    670.04,    443.44,    374.20,    206.70,    349.47,    340.80,    422.43,    112.69,    120.88
197006,    505.16,    588.41,    303.18,    448.81,    183.07,    278.48,    382.02,    316.07,    139.08,    100.82
197007,    444.12,    520.87,    501.34,    264.69,    173.81,    262.82,    298.90,    329.40,    155.19,     96.05
197008,    237.63,    842.58,    488.63,    221.22,    269.78,    253.35,    189.80,    286.57,    313.32,    129.89
197009,    218.03,    885.43,    377.36,    441.79,    163.15,    295.58,    309.28,    264.57,    320.60,    123.19
197010,    225.04,    836.75,    333.67,    444.03,    286.12,    235.27,    321.27,    261.97,    392.78,    135.56
197011,    260.17,    786.50,    389.65,    357.14,    271.95,    214.24,    292.98,    277.33,    410.48,    122.48
197012,    185.00,    689.68,    574.60,    272.09,    365.21,    209.77,    302.63,    344.93,    395.09,    163.21
197101,    161.19,    395.19,    538.67,    589.17,    387.99,    295.50,    341.56,    367.45,    464.51,    202.55
197102,    187.14,    416.21,    676.24,    550.61,    296.27,    387.64,    330.74,    336.54,    318.11,    371.17
197103,    161.29,    257.49,    634.71,    348.92,    594.14,    452.36,    288.84,    383.43,    548.05,    234.13
197104,    164.40,    291.48,    339.27,    613.06,    665.54,    337.48,    460.77,    313.67,    599.56,    252.98
197105,    119.73,    334.40,    311.85,    399.89,    500.08,    673.42,    518.01,    387.44,    590.93,    344.53
197106,    127.04,    262.63,    296.30,    300.80,    595.17,    675.39,    587.78,    281.44,    530.70,    350.34
197107,    110.38,    184.79,    359.41,    273.01,    543.77,    639.15,    608.57,    361.36,    506.13,    417.54
197108,     71.47,    168.77,    294.66,    309.46,    404.21,    850.65,    408.08,    366.30,    590.83,    352.76
